filename,width,height,class,xmin,ymin,xmax,ymax
B20190306xiangn_CRCD_DIA_b3_3_10_18+.jpg,270,240,feature6,121,1,146,67
B20190306xiangn_CRCD_DIA_b3_3_10_18+.jpg,270,240,feature3,146,108,156,223
B20190306xiangn_CRCD_DIA_b3_3_10_18+.jpg,270,240,feature3,131,187,141,239
B20190306xiangn_CRCD_DIA_b3_3_10_18+.jpg,270,240,feature5,116,175,136,228
B20190306xiangn_CRCD_DIA_b3_3_10_18+.jpg,270,240,feature4,21,187,36,231
B20190306xiangn_CRCD_DIA_b3_3_10_18+.jpg,270,240,feature7,16,152,31,219
B20190306xiangn_CRCD_DIA_b3_3_10_18.jpg,270,240,feature6,121,106,146,187
B20190306xiangn_CRCD_DIA_b3_3_10_19+.jpg,270,240,feature5,186,1,206,136
B20190306xiangn_CRCD_DIA_b3_3_10_19.jpg,270,240,feature3,146,1,156,103
B20190306xiangn_CRCD_DIA_b3_3_10_19.jpg,270,240,feature5,186,112,206,239
B20190306xiangn_CRCD_DIA_b3_3_10_19.jpg,270,240,feature3,131,67,141,144
B20190306xiangn_CRCD_DIA_b3_3_10_19.jpg,270,240,feature5,116,55,136,108
B20190306xiangn_CRCD_DIA_b3_3_10_19.jpg,270,240,feature4,21,67,36,111
B20190306xiangn_CRCD_DIA_b3_3_10_19.jpg,270,240,feature7,16,32,31,99
B20190306xiangn_CRCD_DIA_b3_3_10_20+.jpg,270,240,feature5,11,157,31,239
B20190306xiangn_CRCD_DIA_b3_3_10_21+.jpg,270,240,feature4,46,121,61,231
B20190306xiangn_CRCD_DIA_b3_3_10_21+.jpg,270,240,feature8,204,21,216,145
B20190306xiangn_CRCD_DIA_b3_3_10_21.jpg,270,240,feature5,11,37,31,142
B20190306xiangn_CRCD_DIA_b3_3_10_21.jpg,270,240,feature8,204,141,216,239
B20190306xiangn_CRCD_DIA_b3_3_10_22.jpg,270,240,feature4,46,1,61,111
B20190306xiangn_CRCD_DIA_b3_3_10_23+.jpg,270,240,feature6,49,83,66,174
B20190306xiangn_CRCD_DIA_b3_3_10_23+.jpg,270,240,feature5,209,155,223,239
B20190306xiangn_CRCD_DIA_b3_3_10_23+.jpg,270,240,feature7,16,141,36,212
B20190306xiangn_CRCD_DIA_b3_3_10_23.jpg,270,240,feature4,126,80,141,127
B20190306xiangn_CRCD_DIA_b3_3_10_24.jpg,270,240,feature6,49,1,66,54
B20190306xiangn_CRCD_DIA_b3_3_10_24.jpg,270,240,feature5,209,35,223,121
B20190306xiangn_CRCD_DIA_b3_3_10_24.jpg,270,240,feature7,16,21,36,92
B20190306xiangn_CRCD_DIA_b3_3_10_25+.jpg,270,240,feature2,226,1,231,72
B20190306xiangn_CRCD_DIA_b3_3_10_25.jpg,270,240,feature2,226,92,231,192
B20190306xiangn_CRCD_DIA_b3_3_10_25.jpg,270,240,feature5,49,86,63,134
B20190306xiangn_CRCD_DIA_b3_3_10_27+.jpg,270,240,feature6,36,1,61,75
B20190306xiangn_CRCD_DIA_b3_3_10_27.jpg,270,240,feature6,36,119,61,195
B20190306xiangn_CRCD_DIA_b3_3_10_28+.jpg,270,240,feature8,29,71,52,228
B20190306xiangn_CRCD_DIA_b3_3_10_28.jpg,270,240,feature8,29,191,52,239
B20190306xiangn_CRCD_DIA_b3_3_10_29+.jpg,270,240,feature5,12,90,32,167
B20190306xiangn_CRCD_DIA_b3_3_10_29.jpg,270,240,feature8,29,1,52,108
B20190306xiangn_CRCD_DIA_b3_3_10_30+.jpg,270,240,feature6,76,51,92,171
B20190306xiangn_CRCD_DIA_b3_3_10_30+.jpg,270,240,feature5,56,65,69,132
B20190306xiangn_CRCD_DIA_b3_3_10_30.jpg,270,240,feature6,76,171,92,239
B20190306xiangn_CRCD_DIA_b3_3_10_30.jpg,270,240,feature5,56,185,69,239
B20190306xiangn_CRCD_DIA_b3_3_10_31+.jpg,270,240,feature8,76,42,99,216
B20190306xiangn_CRCD_DIA_b3_3_10_31.jpg,270,240,feature8,76,162,99,239
B20190306xiangn_CRCD_DIA_b3_3_10_31.jpg,270,240,feature6,76,1,92,51
B20190306xiangn_CRCD_DIA_b3_3_10_32.jpg,270,240,feature8,76,1,99,96
B20190306xiangn_CRCD_DIA_b3_3_10_33+.jpg,270,240,feature7,23,132,42,233
B20190306xiangn_CRCD_DIA_b3_3_10_33+.jpg,270,240,feature5,71,137,91,233
B20190306xiangn_CRCD_DIA_b3_3_10_33.jpg,270,240,feature5,30,76,43,148
B20190306xiangn_CRCD_DIA_b3_3_10_34+.jpg,270,240,feature7,60,181,79,239
B20190306xiangn_CRCD_DIA_b3_3_10_34+.jpg,270,240,feature6,71,30,96,144
B20190306xiangn_CRCD_DIA_b3_3_10_34+.jpg,270,240,feature7,198,12,213,69
B20190306xiangn_CRCD_DIA_b3_3_10_34+.jpg,270,240,feature5,146,16,166,82
B20190306xiangn_CRCD_DIA_b3_3_10_34.jpg,270,240,feature7,23,12,42,113
B20190306xiangn_CRCD_DIA_b3_3_10_34.jpg,270,240,feature6,71,150,96,239
B20190306xiangn_CRCD_DIA_b3_3_10_34.jpg,270,240,feature7,198,132,213,189
B20190306xiangn_CRCD_DIA_b3_3_10_34.jpg,270,240,feature5,71,17,91,113
B20190306xiangn_CRCD_DIA_b3_3_10_34.jpg,270,240,feature5,146,136,166,202
B20190306xiangn_CRCD_DIA_b3_3_10_35+.jpg,270,240,feature7,23,75,42,215
B20190306xiangn_CRCD_DIA_b3_3_10_35.jpg,270,240,feature7,60,61,79,163
B20190306xiangn_CRCD_DIA_b3_3_10_36+.jpg,270,240,feature8,23,47,46,239
B20190306xiangn_CRCD_DIA_b3_3_10_36+.jpg,270,240,feature8,63,23,86,207
B20190306xiangn_CRCD_DIA_b3_3_10_36+.jpg,270,240,feature6,123,71,139,158
B20190306xiangn_CRCD_DIA_b3_3_10_36.jpg,270,240,feature8,23,167,46,239
B20190306xiangn_CRCD_DIA_b3_3_10_36.jpg,270,240,feature8,63,143,86,239
B20190306xiangn_CRCD_DIA_b3_3_10_36.jpg,270,240,feature7,23,1,42,95
B20190306xiangn_CRCD_DIA_b3_3_10_36.jpg,270,240,feature6,123,191,139,239
B20190306xiangn_CRCD_DIA_b3_3_10_37+.jpg,270,240,feature8,23,1,46,86
B20190306xiangn_CRCD_DIA_b3_3_10_37+.jpg,270,240,feature4,36,108,46,185
B20190306xiangn_CRCD_DIA_b3_3_10_37+.jpg,270,240,feature7,149,104,163,239
B20190306xiangn_CRCD_DIA_b3_3_10_37.jpg,270,240,feature8,23,1,46,206
B20190306xiangn_CRCD_DIA_b3_3_10_37.jpg,270,240,feature8,63,1,86,87
B20190306xiangn_CRCD_DIA_b3_3_10_38+.jpg,270,240,feature7,43,142,63,239
B20190306xiangn_CRCD_DIA_b3_3_10_38+.jpg,270,240,feature6,26,5,42,96
B20190306xiangn_CRCD_DIA_b3_3_10_38.jpg,270,240,feature4,36,1,46,65
B20190306xiangn_CRCD_DIA_b3_3_10_38.jpg,270,240,feature7,149,1,163,132
B20190306xiangn_CRCD_DIA_b3_3_10_38.jpg,270,240,feature6,26,125,42,216
B20190306xiangn_CRCD_DIA_b3_3_10_39.jpg,270,240,feature7,43,22,63,143
B20190306xiangn_CRCD_DIA_b3_3_10_40+.jpg,270,240,feature7,243,167,258,239
B20190306xiangn_CRCD_DIA_b3_3_10_40+.jpg,270,240,feature5,76,1,96,128
B20190306xiangn_CRCD_DIA_b3_3_10_40.jpg,270,240,feature5,76,113,96,239
B20190306xiangn_CRCD_DIA_b3_3_10_41+.jpg,270,240,feature7,243,1,263,78
B20190306xiangn_CRCD_DIA_b3_3_10_41+.jpg,270,240,feature5,41,1,61,109
B20190306xiangn_CRCD_DIA_b3_3_10_41.jpg,270,240,feature7,243,101,263,198
B20190306xiangn_CRCD_DIA_b3_3_10_41.jpg,270,240,feature7,243,47,258,119
B20190306xiangn_CRCD_DIA_b3_3_10_41.jpg,270,240,feature5,41,118,61,229
B20190306xiangn_CRCD_DIA_b3_3_10_44+.jpg,270,240,feature8,53,1,76,138
B20190306xiangn_CRCD_DIA_b3_3_10_44+.jpg,270,240,feature6,46,153,71,239
B20190306xiangn_CRCD_DIA_b3_3_10_44+.jpg,270,240,feature7,219,96,239,194
B20190306xiangn_CRCD_DIA_b3_3_10_44.jpg,270,240,feature8,53,115,76,239
B20190306xiangn_CRCD_DIA_b3_3_10_45+.jpg,270,240,feature6,151,159,176,233
B20190306xiangn_CRCD_DIA_b3_3_10_45.jpg,270,240,feature6,46,33,71,131
B20190306xiangn_CRCD_DIA_b3_3_10_45.jpg,270,240,feature7,219,1,239,74
B20190306xiangn_CRCD_DIA_b3_3_10_46.jpg,270,240,feature6,151,39,176,113
B20190306xiangn_CRCD_DIA_b3_3_10_54+.jpg,270,240,feature7,133,1,152,120
B20190306xiangn_CRCD_DIA_b3_3_10_54.jpg,270,240,feature7,133,106,152,239
B20190306xiangn_CRCD_DIA_b3_3_10_57+.jpg,270,240,feature5,22,141,42,235
B20190306xiangn_CRCD_DIA_b3_3_10_58.jpg,270,240,feature5,22,21,42,115
B20190306xiangn_CRCD_DIA_b3_3_10_62+.jpg,270,240,feature6,126,127,139,153
B20190306xiangn_CRCD_DIA_b3_3_10_63.jpg,270,240,feature6,126,7,139,33
B20190306xiangn_CRCD_DIA_b3_3_10_8+.jpg,270,240,feature6,99,12,116,217
B20190306xiangn_CRCD_DIA_b3_3_10_8+.jpg,270,240,feature7,119,172,139,239
B20190306xiangn_CRCD_DIA_b3_3_10_8.jpg,270,240,feature6,99,132,116,239
B20190306xiangn_CRCD_DIA_b3_3_10_9+.jpg,270,240,feature7,119,1,139,167
B20190306xiangn_CRCD_DIA_b3_3_10_9.jpg,270,240,feature6,99,1,116,97
B20190306xiangn_CRCD_DIA_b3_3_10_9.jpg,270,240,feature7,119,52,139,239
B20190306xiangn_CRCD_DIA_b3_3_11_10+.jpg,270,240,feature7,239,48,259,229
B20190306xiangn_CRCD_DIA_b3_3_11_10.jpg,270,240,feature7,239,168,259,239
B20190306xiangn_CRCD_DIA_b3_3_11_11+.jpg,270,240,feature7,101,1,131,66
B20190306xiangn_CRCD_DIA_b3_3_11_11+.jpg,270,240,feature7,76,150,96,228
B20190306xiangn_CRCD_DIA_b3_3_11_11.jpg,270,240,feature7,101,89,131,186
B20190306xiangn_CRCD_DIA_b3_3_11_11.jpg,270,240,feature7,239,1,259,109
B20190306xiangn_CRCD_DIA_b3_3_11_12+.jpg,270,240,feature7,186,60,206,216
B20190306xiangn_CRCD_DIA_b3_3_11_12.jpg,270,240,feature7,76,30,96,108
B20190306xiangn_CRCD_DIA_b3_3_11_12.jpg,270,240,feature7,186,180,206,239
B20190306xiangn_CRCD_DIA_b3_3_11_13.jpg,270,240,feature7,186,1,206,96
B20190306xiangn_CRCD_DIA_b3_3_11_15+.jpg,270,240,feature5,41,49,61,102
B20190306xiangn_CRCD_DIA_b3_3_11_15.jpg,270,240,feature5,41,169,61,222
B20190306xiangn_CRCD_DIA_b3_3_11_19+.jpg,270,240,feature5,26,1,46,75
B20190306xiangn_CRCD_DIA_b3_3_11_19.jpg,270,240,feature5,26,113,46,195
B20190306xiangn_CRCD_DIA_b3_3_11_20+.jpg,270,240,feature6,6,143,31,239
B20190306xiangn_CRCD_DIA_b3_3_11_20+.jpg,270,240,feature5,66,65,86,223
B20190306xiangn_CRCD_DIA_b3_3_11_20.jpg,270,240,feature5,66,185,86,239
B20190306xiangn_CRCD_DIA_b3_3_11_21+.jpg,270,240,feature6,6,1,31,51
B20190306xiangn_CRCD_DIA_b3_3_11_21.jpg,270,240,feature6,6,23,31,171
B20190306xiangn_CRCD_DIA_b3_3_11_21.jpg,270,240,feature5,66,1,86,103
B20190306xiangn_CRCD_DIA_b3_3_11_23+.jpg,270,240,feature5,41,72,61,138
B20190306xiangn_CRCD_DIA_b3_3_11_24+.jpg,270,240,feature6,110,44,135,130
B20190306xiangn_CRCD_DIA_b3_3_11_24.jpg,270,240,feature6,110,164,135,239
B20190306xiangn_CRCD_DIA_b3_3_11_25+.jpg,270,240,feature6,111,171,136,239
B20190306xiangn_CRCD_DIA_b3_3_11_26+.jpg,270,240,feature6,111,1,136,70
B20190306xiangn_CRCD_DIA_b3_3_11_26+.jpg,270,240,feature6,76,151,93,239
B20190306xiangn_CRCD_DIA_b3_3_11_26+.jpg,270,240,feature6,226,56,251,223
B20190306xiangn_CRCD_DIA_b3_3_11_26+.jpg,270,240,feature6,85,174,102,239
B20190306xiangn_CRCD_DIA_b3_3_11_26.jpg,270,240,feature6,111,51,136,190
B20190306xiangn_CRCD_DIA_b3_3_11_26.jpg,270,240,feature6,226,176,251,239
B20190306xiangn_CRCD_DIA_b3_3_11_27+.jpg,270,240,feature6,76,1,93,78
B20190306xiangn_CRCD_DIA_b3_3_11_27+.jpg,270,240,feature6,85,1,102,87
B20190306xiangn_CRCD_DIA_b3_3_11_27.jpg,270,240,feature6,76,31,93,198
B20190306xiangn_CRCD_DIA_b3_3_11_27.jpg,270,240,feature6,226,1,251,103
B20190306xiangn_CRCD_DIA_b3_3_11_27.jpg,270,240,feature6,85,54,102,207
B20190306xiangn_CRCD_DIA_b3_3_11_28+.jpg,270,240,feature6,216,1,241,95
B20190306xiangn_CRCD_DIA_b3_3_11_28.jpg,270,240,feature6,216,91,241,215
B20190306xiangn_CRCD_DIA_b3_3_11_3+.jpg,270,240,feature7,26,137,46,239
B20190306xiangn_CRCD_DIA_b3_3_11_31+.jpg,270,240,feature6,187,66,212,143
B20190306xiangn_CRCD_DIA_b3_3_11_31+.jpg,270,240,feature7,183,0,203,117
B20190306xiangn_CRCD_DIA_b3_3_11_31+.jpg,270,240,feature5,246,150,266,237
B20190306xiangn_CRCD_DIA_b3_3_11_31.jpg,270,240,feature6,187,186,212,239
B20190306xiangn_CRCD_DIA_b3_3_11_31.jpg,270,240,feature7,183,120,203,237
B20190306xiangn_CRCD_DIA_b3_3_11_32+.jpg,270,240,feature6,9,1,26,56
B20190306xiangn_CRCD_DIA_b3_3_11_32.jpg,270,240,feature5,246,30,266,117
B20190306xiangn_CRCD_DIA_b3_3_11_32.jpg,270,240,feature6,9,114,26,176
B20190306xiangn_CRCD_DIA_b3_3_11_33+.jpg,270,240,feature6,171,1,196,103
B20190306xiangn_CRCD_DIA_b3_3_11_33+.jpg,270,240,feature7,26,149,41,239
B20190306xiangn_CRCD_DIA_b3_3_11_33.jpg,270,240,feature6,171,98,196,223
B20190306xiangn_CRCD_DIA_b3_3_11_34+.jpg,270,240,feature7,26,1,41,62
B20190306xiangn_CRCD_DIA_b3_3_11_34.jpg,270,240,feature7,26,29,41,182
B20190306xiangn_CRCD_DIA_b3_3_11_35+.jpg,270,240,feature6,196,65,221,151
B20190306xiangn_CRCD_DIA_b3_3_11_35.jpg,270,240,feature6,196,185,221,239
B20190306xiangn_CRCD_DIA_b3_3_11_36+.jpg,270,240,feature5,206,24,226,92
B20190306xiangn_CRCD_DIA_b3_3_11_36.jpg,270,240,feature5,206,144,226,212
B20190306xiangn_CRCD_DIA_b3_3_11_38+.jpg,270,240,feature9,151,98,171,194
B20190306xiangn_CRCD_DIA_b3_3_11_39+.jpg,270,240,feature8,199,83,223,239
B20190306xiangn_CRCD_DIA_b3_3_11_39+.jpg,270,240,feature6,69,1,86,52
B20190306xiangn_CRCD_DIA_b3_3_11_39.jpg,270,240,feature9,151,1,171,74
B20190306xiangn_CRCD_DIA_b3_3_11_39.jpg,270,240,feature6,69,90,86,172
B20190306xiangn_CRCD_DIA_b3_3_11_4+.jpg,270,240,feature7,26,1,46,239
B20190306xiangn_CRCD_DIA_b3_3_11_4.jpg,270,240,feature7,26,17,46,239
B20190306xiangn_CRCD_DIA_b3_3_11_40+.jpg,270,240,feature9,138,1,152,76
B20190306xiangn_CRCD_DIA_b3_3_11_40+.jpg,270,240,feature7,243,117,263,175
B20190306xiangn_CRCD_DIA_b3_3_11_40.jpg,270,240,feature8,199,1,223,141
B20190306xiangn_CRCD_DIA_b3_3_11_40.jpg,270,240,feature9,138,118,152,196
B20190306xiangn_CRCD_DIA_b3_3_11_41.jpg,270,240,feature7,243,1,263,55
B20190306xiangn_CRCD_DIA_b3_3_11_43+.jpg,270,240,feature6,196,118,221,210
B20190306xiangn_CRCD_DIA_b3_3_11_43+.jpg,270,240,feature2,186,78,191,219
B20190306xiangn_CRCD_DIA_b3_3_11_43+.jpg,270,240,feature6,153,1,169,168
B20190306xiangn_CRCD_DIA_b3_3_11_43+.jpg,270,240,feature8,96,1,114,95
B20190306xiangn_CRCD_DIA_b3_3_11_43.jpg,270,240,feature6,153,103,169,239
B20190306xiangn_CRCD_DIA_b3_3_11_43.jpg,270,240,feature8,96,79,114,215
B20190306xiangn_CRCD_DIA_b3_3_11_44+.jpg,270,240,feature9,10,36,36,173
B20190306xiangn_CRCD_DIA_b3_3_11_44+.jpg,270,240,feature6,192,1,209,107
B20190306xiangn_CRCD_DIA_b3_3_11_44.jpg,270,240,feature9,10,156,36,239
B20190306xiangn_CRCD_DIA_b3_3_11_44.jpg,270,240,feature6,196,1,221,90
B20190306xiangn_CRCD_DIA_b3_3_11_44.jpg,270,240,feature2,186,1,191,99
B20190306xiangn_CRCD_DIA_b3_3_11_44.jpg,270,240,feature6,192,119,209,227
B20190306xiangn_CRCD_DIA_b3_3_11_45.jpg,270,240,feature9,10,1,36,53
B20190306xiangn_CRCD_DIA_b3_3_11_49+.jpg,270,240,feature6,166,141,191,239
B20190306xiangn_CRCD_DIA_b3_3_11_49+.jpg,270,240,feature6,126,1,143,49
B20190306xiangn_CRCD_DIA_b3_3_11_49.jpg,270,240,feature6,126,76,143,169
B20190306xiangn_CRCD_DIA_b3_3_11_5+.jpg,270,240,feature7,26,1,46,161
B20190306xiangn_CRCD_DIA_b3_3_11_5.jpg,270,240,feature7,26,1,46,239
B20190306xiangn_CRCD_DIA_b3_3_11_50.jpg,270,240,feature6,166,21,191,157
B20190306xiangn_CRCD_DIA_b3_3_11_52+.jpg,270,240,feature8,139,137,162,239
B20190306xiangn_CRCD_DIA_b3_3_11_53+.jpg,270,240,feature2,130,1,133,239
B20190306xiangn_CRCD_DIA_b3_3_11_53+.jpg,270,240,feature6,136,17,153,239
B20190306xiangn_CRCD_DIA_b3_3_11_53.jpg,270,240,feature2,130,90,133,239
B20190306xiangn_CRCD_DIA_b3_3_11_53.jpg,270,240,feature8,139,17,162,123
B20190306xiangn_CRCD_DIA_b3_3_11_53.jpg,270,240,feature6,136,137,153,239
B20190306xiangn_CRCD_DIA_b3_3_11_54+.jpg,270,240,feature2,130,1,133,97
B20190306xiangn_CRCD_DIA_b3_3_11_54+.jpg,270,240,feature6,136,1,153,77
B20190306xiangn_CRCD_DIA_b3_3_11_54+.jpg,270,240,feature9,114,192,128,239
B20190306xiangn_CRCD_DIA_b3_3_11_54.jpg,270,240,feature2,130,1,133,217
B20190306xiangn_CRCD_DIA_b3_3_11_54.jpg,270,240,feature6,136,1,153,197
B20190306xiangn_CRCD_DIA_b3_3_11_55+.jpg,270,240,feature7,186,191,206,239
B20190306xiangn_CRCD_DIA_b3_3_11_55+.jpg,270,240,feature9,114,1,128,239
B20190306xiangn_CRCD_DIA_b3_3_11_55.jpg,270,240,feature9,114,72,128,239
B20190306xiangn_CRCD_DIA_b3_3_11_56+.jpg,270,240,feature7,186,1,206,66
B20190306xiangn_CRCD_DIA_b3_3_11_56+.jpg,270,240,feature9,114,1,128,95
B20190306xiangn_CRCD_DIA_b3_3_11_56.jpg,270,240,feature7,186,71,206,186
B20190306xiangn_CRCD_DIA_b3_3_11_56.jpg,270,240,feature9,114,1,128,215
B20190306xiangn_CRCD_DIA_b3_3_11_58+.jpg,270,240,feature7,101,114,131,239
B20190306xiangn_CRCD_DIA_b3_3_11_59.jpg,270,240,feature7,101,1,131,151
B20190306xiangn_CRCD_DIA_b3_3_11_62+.jpg,270,240,feature5,140,179,153,198
B20190306xiangn_CRCD_DIA_b3_3_11_62+.jpg,270,240,feature7,90,192,110,233
B20190306xiangn_CRCD_DIA_b3_3_11_63.jpg,270,240,feature5,140,59,153,78
B20190306xiangn_CRCD_DIA_b3_3_11_63.jpg,270,240,feature7,90,72,110,113
B20190306xiangn_CRCD_DIA_b3_3_12_10+.jpg,270,240,feature6,196,51,221,239
B20190306xiangn_CRCD_DIA_b3_3_12_10.jpg,270,240,feature6,196,171,221,239
B20190306xiangn_CRCD_DIA_b3_3_12_11+.jpg,270,240,feature6,196,1,221,136
B20190306xiangn_CRCD_DIA_b3_3_12_11+.jpg,270,240,feature5,16,120,36,193
B20190306xiangn_CRCD_DIA_b3_3_12_11.jpg,270,240,feature6,196,1,221,239
B20190306xiangn_CRCD_DIA_b3_3_12_12.jpg,270,240,feature5,16,0,36,73
B20190306xiangn_CRCD_DIA_b3_3_12_13+.jpg,270,240,feature7,229,1,249,134
B20190306xiangn_CRCD_DIA_b3_3_12_13+.jpg,270,240,feature2,136,118,141,219
B20190306xiangn_CRCD_DIA_b3_3_12_13.jpg,270,240,feature7,229,100,249,239
B20190306xiangn_CRCD_DIA_b3_3_12_14+.jpg,270,240,feature8,46,74,81,239
B20190306xiangn_CRCD_DIA_b3_3_12_14.jpg,270,240,feature2,136,1,141,99
B20190306xiangn_CRCD_DIA_b3_3_12_15.jpg,270,240,feature8,46,1,81,162
B20190306xiangn_CRCD_DIA_b3_3_12_17+.jpg,270,240,feature5,131,76,151,152
B20190306xiangn_CRCD_DIA_b3_3_12_18+.jpg,270,240,feature5,41,72,61,139
B20190306xiangn_CRCD_DIA_b3_3_12_20+.jpg,270,240,feature6,66,65,91,165
B20190306xiangn_CRCD_DIA_b3_3_12_20+.jpg,270,240,feature5,176,62,196,181
B20190306xiangn_CRCD_DIA_b3_3_12_20.jpg,270,240,feature6,66,185,91,239
B20190306xiangn_CRCD_DIA_b3_3_12_20.jpg,270,240,feature5,176,182,196,239
B20190306xiangn_CRCD_DIA_b3_3_12_21+.jpg,270,240,feature5,71,46,91,239
B20190306xiangn_CRCD_DIA_b3_3_12_21.jpg,270,240,feature5,71,166,91,239
B20190306xiangn_CRCD_DIA_b3_3_12_21.jpg,270,240,feature5,176,1,196,61
B20190306xiangn_CRCD_DIA_b3_3_12_22+.jpg,270,240,feature6,31,133,56,239
B20190306xiangn_CRCD_DIA_b3_3_12_22.jpg,270,240,feature5,71,1,91,138
B20190306xiangn_CRCD_DIA_b3_3_12_23+.jpg,270,240,feature6,31,1,56,55
B20190306xiangn_CRCD_DIA_b3_3_12_23+.jpg,270,240,feature6,96,121,112,183
B20190306xiangn_CRCD_DIA_b3_3_12_23.jpg,270,240,feature6,31,13,56,175
B20190306xiangn_CRCD_DIA_b3_3_12_24.jpg,270,240,feature6,96,1,112,63
B20190306xiangn_CRCD_DIA_b3_3_12_25+.jpg,270,240,feature5,186,159,206,202
B20190306xiangn_CRCD_DIA_b3_3_12_25+.jpg,270,240,feature6,252,183,269,226
B20190306xiangn_CRCD_DIA_b3_3_12_25+.jpg,270,240,feature5,186,1,206,78
B20190306xiangn_CRCD_DIA_b3_3_12_25.jpg,270,240,feature5,186,117,206,198
B20190306xiangn_CRCD_DIA_b3_3_12_26+.jpg,270,240,feature6,136,180,152,239
